,standard_dGr_prime,SD
PRDXl,-289.7473870570149,5.3416242599487305
PRGNLONESULT,-50.63579915566887,9.661360740661621
PRGNLONEtm,146.04661362947877,2.9900997105869465e-05
PRGNLONEtr,-2.441406195430318e-06,2.429168853268493e-05
PRGSTRNt,-34.2296787315437,2.082363425870426e-05
PRISTANALtx,43.35758964076912,2.1107929569552653e-05
PRISTCOAtx,80.39840475953491,3.8129877793835476e-05
PRISTtx,43.38346992109868,3.7900816096225753e-05
PRO1xm,48.64225041317817,2.663243055343628
PROAKGOX1r,-457.52254964156964,3.710127353668213
PROD2m,24.619404703931444,13.135440826416016
PRODt2r,-14.30336714517944,5.4351071412384044e-06
PRODt2rL,95.14972464583906,5.1383849495323375e-06
PROSTGD2t,-34.170266468691224,1.4950498552934732e-05
PROSTGE1t,-36.45208391991701,2.3567790776723996e-05
PROSTGE1t3,8.717422450604992,0.37808236479759216
PROSTGE2t,-34.16996480271147,2.0160088752163574e-05
PROSTGE2t2,-32.47727485564328,2.0160088752163574e-05
PROSTGE2t3,6.435303333399453,0.3780800998210907
PROSTGF2t,-34.75939766860665,1.0553964784776326e-05
PROSTGH2t,-34.1701063110453,2.4137840227922425e-05
PROSTGI2t,-34.17035447196882,2.4291684894706123e-05
PROSTGI2tr,3.662109293145477e-06,2.0823632439714856e-05
PROt2rL,95.14972586654214,5.976305146759842e-06
PROt4,-12.021459168516941,5.954349944659043e-06
PROtm,41.0658346735026,5.0515573093434796e-06
PRPNCOAHYDm,-5.331916428471601,2.842020273208618
PRPNCOAHYDx,-5.256594181060791,2.8420257568359375
PS_HSter,-6.103515488575795e-07,2.5158034986816347e-05
PS_HStg,-111.5176988071806,1.6870451872819103e-05
PSDm_hs,,
PSFLIP,-49.380525341392094,0.3780825734138489
PSFLIPm,93.797892240327,0.37808093428611755
PSSA1_hs,,
PSSA2_hs,,
PSt3,-23.338553819148267,2.6541521947365254e-05
PTDCACRNCPT1,52.803571902522485,6.516537666320801
PTDCACRNCPT2,-52.55258432615386,6.516516208648682
PTDCACRNt,196.2523005307057,2.4291686713695526e-05
PTDCAt,-30.19927469208288,2.1998075681040064e-05
PTE2x,-26.659160614013672,0.7272452712059021
PTE3x,-21.877099990844727,3.4839704036712646
PTE4x,-26.615182876586914,0.8865712285041809
PTE5x,-26.659164428710938,0.72723388671875
PTHPS,-82.43623334796777,6.272806167602539
PTHPSn,-82.43623334796777,6.27280855178833
PTRCAT1,-8.577352360515622,43.03497314453125
PTRCOX1,-126.91384850581738,42.08073043823242
PVD3,44.50158309936599,15.146926879882812
PYAM5POr,-128.6121779643341,69.37513732910156
PYAM5Ptm,67.16970453092308,1.0080045285576489e-05
PYDX5Ptm,64.49891056368307,1.9262370187789202e-05
PYDXDH,-195.55221045064906,7.724497318267822
PYDXK,-13.650154260082434,3.272674322128296
PYDXPP,-12.39180589436358,3.2598793506622314
PYLALDOX,-29.475584639943772,3.349919319152832
PYLALDOXm,-29.461715566969218,3.3499186038970947
PYNP2r,-11.83791811686907,10.35709285736084
PYRt2m,18.25593918346855,3.036461066585616e-06
PYRt2p,-4.564034640042134,0.0
QUILSYN,-130.00594467171953,11.726761817932129
RADH,-32.23570562322021,2.693030595779419
RADH2,-21.44310063873801,8.03370475769043
RADH3,-32.23570943791748,2.6930344104766846
RADH4,-21.443100638738013,8.03368091583252
RAHY,-408.8281739043168,8.31857967376709
RAI1,1.220703097715159e-06,9.533214324619621e-05
RAI2,1.220703097715159e-06,9.21529863262549e-05
RAI3,1.220703097715159e-06,2.1107929569552653e-05
RAI4,1.220703097715159e-06,3.6600740713765845e-05
RAtn,0.0,0.0
RAtn3,0.0,1.7263348127016798e-05
RBK_D,-15.249416854353536,0.36130741238594055
RBTt,13.69186551935119,4.315837031754199e-06
RDH1,9.85832554463088,1.2500687837600708
RDH1a,20.650923853392875,7.744948863983154
RDH2,9.858341757094262,1.2500675916671753
RDH2a,20.650939112181934,7.744950771331787
RDH3,9.858342710768579,1.2500683069229126
RDH3a,20.650941019530567,7.744958877563477
RDH4,9.858343664442891,1.250066876411438
RETFA,,
RETFAt,,
RETFAt1,,
RETFAt2,,
RETH,,
RETH1,,
RETH1e,,
RETH2,,
RETH2e,,
RETHe,,
RETI1,-1.586914004292339e-05,9.078453877009451e-05
RETI2,-1.4648437172581907e-05,9.016691183205694e-05
RETI3,-1.7089843822759576e-05,8.806000550976023e-05
RETNCOA,-16.009843404923174,2.5030856132507324
RETNGLCt,37.040192630702435,2.764158125501126e-05
RETNGLCt2,37.04019568246029,2.8601989470189437e-05
RETNGLCt2r,0.0,2.7295751351630315e-05
RETNGLCtr,3.051757857974735e-06,2.344099630136043e-05
RETNt,27.917849931112904,1.2145844266342465e-05
RETNtr,-2.441406195430318e-06,1.7089843822759576e-05
RETNtr2,0.0,1.7263348127016798e-05
RIBFLVt3,-47.72081643436064,0.378083735704422
RIBt,-11.409773717830609,3.036461066585616e-06
RIBt2,-15.445312886812014,3.036461066585616e-06
RNMK,-17.926176526663266,1.7105633020401
RTOT_2,,
RTOT_3,1.0986328561557457e-05,6.481232412625104e-05
RTOT1,0.0,4.2286395910196006e-05
RTOT2,1.220703097715159e-06,3.6600740713765845e-05
RTOT3,,
RTOT4,,
RTOT5,,
RTOT6,,
RTOTAL2CRNCPT1,56.43053210762752,19.72127914428711
RTOTAL2CRNCPT2,-47.989926476076675,19.721271514892578
RTOTAL2CRNt,63.907527421047675,4.8155920921999495e-06
RTOTAL2t,1.7540826646046281,0.0
RTOTAL3CRNCPT1,56.43052447823299,19.72127914428711
RTOTAL3CRNCPT2,-47.989926476076675,19.721269607543945
RTOTAL3CRNt,63.90752787881134,5.05846765008755e-06
RTOTAL3t,,
RTOTALCRNCPT1,56.430535922324786,19.721284866333008
RTOTALCRNCPT2,-47.989926476076675,19.72126579284668
RTOTALCRNt,63.90752726845979,8.483392775815446e-06
RTOTALt,1.7540826646046281,0.0
Rtotaltl,-11.53074830523211,0.0
Rtotaltp,-2.2984798576876435,0.0
S23T2g,,
S23T3g,,
S23T4g,,
S23Tg,-53.71688246402286,10.081707954406738
S26Tg,,
S2L2FN2M2MASNt,,
S2L2FN2M2MASNtly,,
S2L2N2M2MASNtly,,
S2T1g,,
S2T2g,,
S2T3g,,
S2T4g,,
S2TASE1ly,,
S2TASE2ly,,
S2TASE3ly,,
S2TASE4ly,,
S2TASE5ly,,
S3T1g,,
S3T2g,,
S3T3g,,
S3TASE1ly,,
S3TASE2ly,,
S3TASE3ly,,
S4T1g,,
S4T2g,,
S4T3g,,
S4T4g,,
S4T5g,,
S4T6g,,
S4TASE1ly,,
S4TASE2ly,,
S4TASE3ly,,
S4TASE4ly,,
S4TASE5ly,,
S6T10g,,
S6T11g,,
S6T12g,,
S6T13g,,
S6T14g,,
S6T15g,,
S6T16g,,
S6T17g,,
S6T18g,,
S6T19g,,
S6T1g,,
S6T20g,,
S6T21g,,
S6T22g,,
S6T23g,,
S6T24g,,
S6T25g,,
S6T2g,,
S6T3g,,
S6T4g,,
S6T5g,,
S6T6g,,
S6T7g,,
S6T8g,,
S6T9g,,
S6TASE10ly,,
S6TASE11ly,,
S6TASE12ly,,
S6TASE13ly,,
S6TASE14ly,,
S6TASE15ly,,
S6TASE16ly,,
S6TASE17ly,,
S6TASE18ly,,
S6TASE19ly,,
S6TASE1ly,,
S6TASE20ly,,
S6TASE21ly,,
S6TASE22ly,,
S6TASE23ly,,
S6TASE24ly,,
S6TASE25ly,,
S6TASE26ly,,
S6TASE2ly,,
S6TASE3ly,,
S6TASE4ly,,
S6TASE5ly,,
S6TASE6ly,,
S6TASE7ly,,
S6TASE8ly,,
S6TASE9ly,,
SACCD3m,-47.58257874066564,42.436492919921875
SACCD4m,48.419241344748755,7.549700736999512
SADT,46.98113190639843,0.655231237411499
SALMCOM,-9.701280015869624,54.05647659301758
SALMCOM2,-6.078516265534663,34.681060791015625
SAMHISTA,-13.148407108521678,32.39252853393555
SARCOXp,-83.41189575195312,5.37668514251709
SARCStex,-7.9858829869448655,1.3351221241464373e-05
SARCStm,31.938231204918978,8.328280273417477e-06
SARCStp,-7.98627582080357,1.3664073776453733e-05
SARDHm,3.0293723551756955,13.260292053222656
SBPP1er,-16.554705838800878,42.76140594482422
SBPP3er,-16.33007317675611,42.65318298339844
SBTD_D2,17.93954244170579,0.6933760643005371
SBTR,-28.526572364385046,7.524223327636719
SCP21x,-82.69172794200895,4.4576558138942346e-05
SCP22x,-62.11417614747262,4.2193794797640294e-05
SCP2x,-27.77237319946289,35.43670654296875
SCPx,-19.445571899414062,3.120575189590454
SEAHCYSHYD,37.767992824079194,7.452263355255127
SEAHCYStn,1.220703097715159e-06,1.7220138033735566e-05
SEASMETtn,-1.220703097715159e-06,1.2145844266342465e-05
SELADT,-5.033229498171728,13.460095405578613
SELCYSLY,-29.107475110536498,12.19729995727539
SELCYSLY2,-19.48537693410467,12.75182819366455
SELCYSTGL,-17.26078995356464,68.90853881835938
SELCYSTS,-37.655243112808435,7.396671295166016
SELMETAT,-40.40133546076895,27.91994857788086
SELNPS,-105.07965616101394,21.998125076293945
SELt4_3,0.528200931401364,0.0
Ser_Thrtg,,
SERALANaEx,-1.7316432866393328,1.0344513611926232e-05
SERASNNaEx,-1.5539443316026151,6.072921223676531e-06
SERCYSNaEx,-1.8897408082906146,6.762243174307514e-06
SERDGLNexR,2.6281119450087616,6.095881417422788e-06
SERDGLYexR,-2.2654899084802516,9.518108527117874e-06
SERGLNexR,2.6281130131240005,5.860249075340107e-06
SERGLNNaEx,0.8744812104535313,5.860249075340107e-06
SERGLYexR,-2.265488840365041,8.051089935179334e-06
SERHL,-11.808361590141823,7.538386821746826
SERLYSNaex,10.289037884776498,1.240662550117122e-05
SERPT,0.8799924464369582,41.32875442504883
SERt4,-9.710900712049387,5.676597538695205e-06
SERTHRNaEx,0.5327319531689163,6.095880962675437e-06
SERtN1,-7.428993345738451,5.676597538695205e-06
SERtp,-7.9680355648747145,4.272460955689894e-06
SFGTH,-34.00790914209873,4.490644454956055
SGALSIDEtg,,
SGALSIDEtl,,
SGPL11r,2.3870861679496045,2.532120943069458
SGPL12r,-101.83965344224768,4.012558460235596
SIAASE,,
SIAASE2ly,,
SIAASE3ly,,
SIAASE4ly,,
SIAASEly,,
SIAT4Bg,,
SIAT9g,,
sink_citr[c],,
sink_pre_prot[r],,
SLCBK1,-9.487254315645139,42.763511657714844
SLDt,-1.22509556948898,1.805444117053412e-05
SLDx,21.918999552620527,7.544026851654053
SLDxm,21.919937028654253,7.544032573699951
SMPD3g,,
SMPD3l,,
SMPD4,-32.14761038657108,42.88600540161133
SMS,,
SO4CLtex2,8.68364088132219,0.0
SO4HCOtex,2.4037155465247233,0.0
SO4OXAtex2,5.789835741926156,0.0
SO4t4_2,2.2818318353201548,0.0
SO4tl,3.6670367625977125,0.0
SOAT11,54.44003161434418,19.314485549926758
SOAT11r,54.44005068783051,19.314496994018555
SOAT12,54.44003161434418,19.314485549926758
SOAT12r,54.44005450252777,19.31449317932129
SPC_HSt,59.93860017805403,3.7900816096225753e-05
SPH1Pte,41.77155994439285,1.7220138033735566e-05
SPH1Ptr,1.220703097715159e-06,1.9262368368799798e-05
SPHGNtr,-4.882812390860636e-06,2.9499624361051247e-05
SPHINGStl,-366.67793619514623,3.8524736737599596e-05
SPHINGStr,0.0,2.9900997105869465e-05
SPHK21c,-9.71188888503854,42.65306091308594
SPHMDAc,,
SPHMYLNtg,-281.52889535371276,5.206266723689623e-05
SPHMYLNtl,-564.1608545138641,6.103515625e-05
SPHS1Pte,39.48531882335334,2.283726462337654e-05
SPHS1Ptr,6.103515488575795e-07,1.6136846170411445e-05
SPMDOX,-113.09940860302937,20.20480728149414
SPODMe,46.47480397687436,16.860214233398438
SPODMm,46.38211765662055,16.860214233398438
SPODMn,46.54565676782073,16.860214233398438
SPODMx,46.655853271484375,16.860214233398438
SPR,-53.07067952240868,15.951889038085938
SPRMS,-6.557276056351135,35.207862854003906
SPRn,-53.07066426361962,15.951906204223633
SPTix,4.269786357879639,0.635446310043335
SQLEr,-401.6572449527633,11.461931228637695
SQLSr,-167.25996770497568,8.665200233459473
SR5AR2r,-57.84265435211222,9.094045639038086
SR5ARr,-57.842661981506325,9.094026565551758
SRTN23OX,-357.7404168596148,13.989261627197266
SRTNACT,-9.27528577196568,42.99472427368164
SRTNMTX,8.45921106371248,34.56358337402344
SRTNt6_2_r,-17.709850268948536,2.68415933533106e-05
SRTNtu,-17.70985332070628,1.0553964784776326e-05
ST3GAL21g,-53.71689564827284,10.081710815429688
ST3GAL22g,-53.71716347135964,10.081713676452637
ST3GAL23g,-53.71740068992693,10.081693649291992
ST3GAL31g,,
ST3GAL61g,-53.716844644553476,10.081707000732422
ST3GAL62g,,
ST6GALNAC21,,
ST6GALNAC22,,
ST6GALNAC23,,
ST6GALNAC24,,
ST6GALNAC25,-57.59007523100291,9.865562438964844
ST6GALNAC26,-57.95381924569767,10.053632736206055
ST6GALNAC27,,
ST6GALNAC28,,
ST6GALNAC31,-53.71707674206135,10.081710815429688
ST6GALNAC62,-57.59020884669286,9.865598678588867
ST8SIA11,,
ST8SIA12,-57.95341495096477,10.053621292114258
ST8SIA51g,-57.95359048182297,10.053607940673828
ST8SIA52g,-57.95371864799898,10.053627014160156
ST8SIA53g,-57.953606094672864,10.053606986999512
ST8SIA54g,,
ST8SIA55g,,
ST8SIA56g,,
STCOAtx,-78.10958643558024,3.9568250940646976e-05
STRDNCCPT1,-11.980395330625996,6.097859859466553
STRDNCCPT2,11.980996696390577,6.097859859466553
STRDNCCRNt,187.12417675641586,1.7263348127016798e-05
STRDNCt,-27.916962069997,1.7089843822759576e-05
STS1,-31.58234431596665,9.687843322753906
STS1r,-31.582348130663917,9.687844276428223
STS2,-18.156792243231433,22.50761604309082
STS2r,-18.1567903358828,22.507614135742188
SUCCt2m,12.860725620953303,1.6044235962908715e-05
SUCCt4_2,-2.309664769455395,8.631674063508399e-06
SUCCtp,-6.922643763825233,1.363422143185744e-05
SUCD1m,42.1763877501106,12.919891357421875
SUCOAS1m,0.9173186318228659,0.3829830586910248
SUCOASm,0.9174666973813146,0.3830000162124634
SUCRe,-22.759552905731418,1.7275556325912476
SULFOX,-327.25318854272547,67.51506805419922
T2M26DCOAHLm,1.184992494552887,4.385340213775635
T2M26DCOAHLx,1.2546533346176147,4.3853373527526855
T4HCINNMFM,-15.682104300178864,1.5191574096679688
T4HCINNOX,-345.59558513645976,11.746981620788574
TAGAT_Dt,-13.690682528877177,7.4502904681139626e-06
TAGt,-5.704948286314599,1.1960400115640368e-05
TAURt4_2_r,-11.48377822727914,9.179400876746513e-06
TAURtcx,-5.681638642162292,5.899352800042834e-06
TAXOLte,-58.06428622965531,3.860202195937745e-05
TCHOLAt,-50.942204486247356,3.307181759737432e-05
TCHOLAt2,-52.756778144520105,3.307181759737432e-05
TCHOLAte,-49.24951453917917,3.307181759737432e-05
TCHOLAtx,49.333004246793415,2.852373472705949e-05
TCYNTt,-2.89454981797891,0.0
TCYNTtm,-14.955175415054189,0.0
TDCHOLAte,-49.27378282705394,4.072010415256955e-05
TDCHOLAtx,49.364720747068894,4.2215859139105305e-05
TDP,-31.528662821825634,2.8527348041534424
TDPDRR,-36.7305395935999,7.793184757232666
TDPm,-31.904721220328696,2.8527350425720215
TETHEX3COAtx,-78.11129331137934,5.905289435759187e-05
TETHEX3t,-37.04487908395754,3.610888234106824e-05
TETPENT3COAtx,-80.39155805967573,5.566844993154518e-05
TETPENT3CPT1,-1.9386720517890765,1.8221830129623413
TETPENT3CPT2,1.935397950504921,1.8221431970596313
TETPENT3CRNt,232.76396370373527,4.164727215538733e-05
TETPENT3t,-39.32763217029539,4.0467737562721595e-05
TETPENT6COAtx,-80.39328904436186,5.300842167343944e-05
TETPENT6CPT1,-1.9402395576778204,1.8221663236618042
TETPENT6CPT2,1.9403984941728254,1.8221515417099
TETPENT6CRNt,232.7641774763129,4.858337706536986e-05
TETPENT6t,-39.32684887699838,2.9801163691445254e-05
TETTET6COAtx,-82.67353853386896,4.4847343815490603e-05
TETTET6CPT1,-1.9386573890464547,1.8221596479415894
TETTET6CPT2,1.9353881753436326,1.822147011756897
TETTET6CRNt,241.8918746141801,6.888054485898465e-05
TETTET6t,-41.60776927034511,2.1107929569552653e-05
THBPT4ACAMDASE,-136.6922964800461,48.68948745727539
THCHOLSTOICtm,-272.8448015378049,2.1107931388542056e-05
THD1m,0.8056613107723081,7.552554130554199
THFt2,-15.980321599986254,1.7089843822759576e-05
THFtl,-211.87082806528306,1.2889840036223177e-05
THFtm,125.96463847418167,1.4261867363529745e-05
THMDt4,-16.694883488139187,9.52788923314074e-06
THMMPt4,-14.384261077289029,0.0
THMMPtm,83.45810455532552,3.036461066585616e-06
THMP,-8.192682406918266,2.0911269187927246
THMPPtm,90.55582604193967,1.7089843822759576e-05
THMt2m,56.30883958717473,6.072922133171232e-06
THMTP,-24.782843724985174,3.4533331394195557
THMTPt,4.444460906175351,4.164727215538733e-05
THP2Ctp,-10.287721896500582,4.315837031754199e-06
THRALANaEx,-4.018007195066634,9.976726687455084e-06
THRASNNaEx,-3.8403080874420006,4.3050345084338915e-06
THRCYSNaEx,-4.17610456413,5.250442882243078e-06
THRGLNexR,0.3417489521088122,4.034211542602861e-06
THRGLNNaEx,-1.411882850561657,4.034211542602861e-06
THRGLYexR,-4.5518525962044265,7.77449895394966e-06
THRSERNaEx,-4.039995558509855,6.095880962675437e-06
THRt4,-11.997264467888773,3.7251454614306567e-06
THYMDt1,-14.941251685468718,9.52788923314074e-06
THYMDtl,130.7910255025569,9.518109436612576e-06
THYMDtm,59.58590099331573,9.109382517635822e-06
THYMt,-6.387761028098948,3.737624638233683e-06
THYOXt,-13.745879115933004,1.0116934390680399e-05
THYOXt2,-12.053189168864819,1.0116934390680399e-05
THYPX,-267.1052417957839,25.60712242126465
TMABADH,-41.63428740114889,3.3252711296081543
TMDK1m,-14.866804095703174,0.36130020022392273
TMDPP,-10.721893309719249,10.639142990112305
TMDPPK,-1.2591097537406242,3.4327030181884766
TMLYSOX,-459.19276093238255,3.7145557403564453
TMLYSter,6.103515488575795e-07,1.0553964784776326e-05
TMNDNCCOAtx,-71.26917731425853,4.3432373786345124e-05
TMNDNCCPT1,-1.944115328298679,1.8221808671951294
TMNDNCCPT2,1.952968561017542,1.8221652507781982
TMNDNCCRNt,196.25239567954046,3.6437533708522096e-05
TMNDNCt,-30.19792792462929,3.8524736737599596e-05
TOLBUTAMIDEte,-19.39550473415591,1.7626380213187076e-05
TRDR,-22.784178277059894,7.555844306945801
TRDR2,-81.14782125760053,32.301021575927734
TRDR3,-70.35521055107242,31.80653953552246
TRDRm,-28.451774735650005,7.555845737457275
TREH,-13.798149299088848,1.1495580673217773
TREHe,-13.798353082798577,1.1495606899261475
TRIODTHYSUFt,9.647755556724302,1.8945493138744496e-05
TRIODTHYSULT,-64.06856759133606,22.692434310913086
TRIODTHYt,-15.307079820903848,9.57299107540166e-06
TRIODTHYt2,-13.614389873835663,9.57299107540166e-06
TRIOK,-14.545080016035865,0.6098865270614624
TRPHYDRO2,-277.35082309843233,29.966196060180664
TRPO2,-355.02278457370636,14.000710487365723
TRPt4,-15.436282759537963,9.02722058526706e-06
TRYPTAOX,-131.56899507370127,42.36381149291992
TS3,-2.441406195430318e-06,4.2215859139105305e-05
TSTSTERONEGLCte,13.892877218719207,0.37808167934417725
TSTSTERONEGLCtr,2.441406195430318e-06,2.577967825345695e-05
TSTSTERONESte,27.91215848121222,1.640869777475018e-05
TSTSTERONESULT,-49.82250569757315,9.782791137695312
TSTSTERONEt,-31.947699172878586,2.980116187245585e-05
TSTSTERONEtr,-3.662109293145477e-06,2.082363425870426e-05
TSULt4_3,-0.5082239348032909,0.0
TTDCAtr,-27.917293912713934,1.3524485439120326e-05
TTDCPT2,1.9354113019458339,1.8221298456192017
TTDCRNt,187.12438473744828,2.3920800231280737e-05
TXA2te,-32.47719797282495,2.1793910491396673e-05
TXA2tr,5.4931642807787284e-06,2.130992288584821e-05
TXASr,-153.85353622689442,24.052227020263672
TYMSFt,12.546506527735566,1.0500885764486156e-05
TYMSULT,-66.36330987153478,48.08073043823242
TYR3MO2,-273.8067952160935,30.20001220703125
TYRASE,,
TYRCBOX,-17.73539087878616,41.6486701965332
TYRDOPO,-344.2622413447886,11.602728843688965
TYRDOPO3,-263.5280105396129,30.301301956176758
TYROXDAc,-129.93576982748218,42.36003494262695
TYRt,-12.530284951879246,4.011058990727179e-06
TYRt4,-14.283916754549715,4.011058990727179e-06
TYRTAm,-3.7544848547658773,1.007082223892212
UAG2EMAi,-25.0228971864869,1.0954877138137817
UAGALDP,-2.553610924628156,0.14453305304050446
UDPACGALtl,-237.2490112239517,3.4526696254033595e-05
UDPDOLPT_L,,
UDPDOLPT_U,,
UDPG1P,-32.69023811931427,0.7818137407302856
UDPGALt2g,-103.31072371073854,5.899924872210249e-05
UDPGALtg,-51.9942728999884,6.043404573574662e-05
UDPGD,-13.125612426773596,1.887068271636963
UDPGLCAter,0.0,4.882812572759576e-05
UDPGLCAtg,37.54075909212939,7.220744737423956e-05
UDPGLCter,0.0,4.882812572759576e-05
UDPGLCtg,-51.994279003504126,7.320148142753169e-05
UDPGLDCg,-16.734343835394213,2.8147354125976562
UDPGNP,-25.714545619791796,0.927266538143158
UDPGP,-32.70597065585714,0.7818096876144409
UDPtl,-115.9874739915715,3.860202195937745e-05
UDPXYLter,0.0,4.882812572759576e-05
UDPXYLtg,-42.29586945396923,5.4097941756481305e-05
UGALGTg,-16.400844689614345,1.1240456104278564
UGALNACter,-2.441406195430318e-06,4.2215859139105305e-05
UGALNACtg,-63.57902477312707,9.121845505433157e-05
UGCG,-19.168178734184313,1.5825049877166748
UGLCNACtg,-63.57902111101778,3.660074435174465e-05
UGT1A10r,-1.1671236283838127,3.260650396347046
UGT1A1r,-24.226595029384573,7.441137790679932
UGT1A2r,-2.3409263348564124,6.5213165283203125
UGT1A3r,-15.409184883558424,1.77041494846344
UGT1A4r,-16.327342065751097,3.726783514022827
UGT1A5r,-4.2536007801128335,2.9876294136047363
UGT1A5r2,-4.2535960117412515,2.9876208305358887
UGT1A6r,-24.226612342414853,7.441133975982666
UGT1A7r,-15.409176300489577,1.7704302072525024
UGT1A8r,-16.468536442797873,1.6093189716339111
UGT1A9r,-16.327320131227722,3.7267768383026123
UMPK2,-1.4218762177952122,0.1445736587047577
UMPK2n,-1.4218738336094212,0.14457185566425323
UMPK3,-1.42196508011585,0.1445762664079666
UMPK3n,-1.42196245751148,0.14456407725811005
UMPK4,-1.4218718289502625,0.1445610076189041
UMPK4n,-1.421870636857367,0.1445583999156952
UMPK5,-1.4218249188622245,0.14456221461296082
UMPK5n,-1.4218382703026542,0.14457271993160248
UMPK6,-1.4218843299614399,0.144554004073143
UMPK6n,-1.4218879062401264,0.1445402055978775
UMPK7,-1.421889173114213,0.14455783367156982
UMPK7n,-1.4218879810213174,0.14455078542232513
UMPKm,0.18519597634724505,0.14454831182956696
UMPKn,-1.4218622712824107,0.1445474773645401
UMPtr,0.0,1.7263348127016798e-05
UNK2,,
UPPN,-65.42270409851137,69.3764419555664
URAt,-3.7659475385956025,2.850576947821537e-06
URATEt,3.4148314587864315,0.0
URATEtx,3.5969100301671935,1.518230533292808e-06
UREAt5,-6.845935002587497,1.374879730065004e-06
UREAtm,18.255826885593876,1.2038980230499874e-06
URIDK2m,0.18411610852704996,0.14452876150608063
URIK1,-15.256735080656622,0.36130642890930176
URIt,-12.650813291195398,5.63543244425091e-06
URIt4,-14.404445093865867,5.63543244425091e-06
Uritl,111.22761651977756,8.20434888737509e-06
Uritm,50.437528850167524,7.554255716968328e-06
Uritn,1.0681152389224735e-06,6.910395313752815e-06
UROLACer,29.319468927385778,2.2781941890716553
UTPtn,2.441406195430318e-06,6.454738468164578e-05
VACCt,-34.763225874844466,3.829196430160664e-05
VALt4,-14.298734013954466,7.956182344059926e-06
VALt5m,50.15135643582725,7.495079898944823e-06
VALTAm,-1.1666667610919532,3.004330635070801
VALtec,-12.545102211283996,7.956182344059926e-06
VD3,0.12052490562307128,5.339868068695068
VITD2Hm,-423.1219689550702,9.179442405700684
VITD2t,50.20352099376591,4.2215859139105305e-05
VITD2tm,-200.81409618204555,6.454738468164578e-05
VITD3Hm,-423.8687951269915,9.15823745727539
VITD3t,50.20352099376591,2.429168853268493e-05
VITD3tm,-200.81409862345174,3.417968764551915e-05
VITD3tm3,200.81409862345174,3.417968764551915e-05
VLCS2p,-13.165492057800293,3.6075613498687744
VLCS2r,-13.416679549547695,3.6075520515441895
VLCSp,-13.165533065795898,3.6075711250305176
VLCSr,-13.414337145772485,3.6075656414031982
WHDDCAte,-23.35333906809269,1.3647875675815158e-05
WHHDCAte,-32.48125241994417,2.283726462337654e-05
WHTSTSTERONEte,31.947697952170014,2.5866238502203487e-05
WHTTDCAte,-27.917295744018652,1.7263348127016798e-05
XANDp,-3.8025636672973633,12.515654563903809
XANtx,-3.4466310667637936,2.710851731535513e-06
XAO2x,-158.74777221679688,8.684954643249512
XAOx,-150.77149963378906,10.084717750549316
XOL27OHtm,209.94201075374679,2.7048972697230056e-05
XOL7AH2tm,219.06992170341786,3.227369234082289e-05
XOL7AH2tr,-1.220703097715159e-06,3.660074798972346e-05
XOL7AONEtr,0.0,2.9900997105869465e-05
XOLDIOLONEt,0.0,4.2286395910196006e-05
XOLDIOLONEtm,-200.81409138496042,4.560923116514459e-05
XOLEST2te,-51.34451260416345,3.4526696254033595e-05
XOLESTte,-51.344513824866546,4.726187034975737e-05
XOLTRI24tc,-2.441406195430318e-06,3.8524736737599596e-05
XOLTRI24te,52.485505435233854,4.713558155344799e-05
XOLTRI25tc,-1.220703097715159e-06,3.660074798972346e-05
XOLTRI25te,52.48550543523085,3.208847192581743e-05
XOLTRI27tc,4.882812390860636e-06,5.4372700105886906e-05
XOLTRI27te,52.48550299374253,3.660074435174465e-05
XOLTRIOLtm,219.06992055991117,2.9900997105869465e-05
XOLTRIOLtr,3.662109293145477e-06,2.7048970878240652e-05
XSERtg,-67.88883701219054,1.2191761925350875e-05
XYLK,-15.249414947004903,0.3613089621067047
XYLTD_Dr,22.395738857480197,0.7528671622276306
XYLTer,-19.051429744247287,1.6063470840454102
XYLtly,96.9840590057296,1.0080044376081787e-05
XYLTt,-13.691866740054287,7.374905635515461e-06
XYLUR,-33.18833621256787,7.497889995574951
YVITEt,-54.76670010878407,2.4291686713695526e-05
EX_4abutn[e],,
EX_acmana[e],,
EX_ahdt[e],,
EX_ctp[e],,
EX_dgmp[e],,
EX_dgtp[e],,
EX_dha[e],,
EX_dhap[e],,
EX_dtmp[e],,
EX_dttp[e],,
EX_fad[e],,
EX_fald[e],,
EX_g1p[e],,
EX_HC00229[e],,
EX_HC00250[e],,
EX_HC01104[e],,
EX_HC01361[e],,
EX_HC01440[e],,
EX_HC01441[e],,
EX_HC01444[e],,
EX_HC01446[e],,
EX_HC01577[e],,
EX_HC01609[e],,
EX_HC01610[e],,
EX_HC01700[e],,
EX_HC02160[e],,
EX_HC02161[e],,
EX_itp[e],,
EX_orot[e],,
EX_prpp[e],,
EX_pydx5p[e],,
EX_udpg[e],,
r0001,,
r0002,6.103515488575795e-07,6.072922133171232e-06
r0009,-15.975664138793945,0.34596437215805054
r0013,-14.483487674673057,1.1583975553512573
r0016,-51.40225295490933,10.237475395202637
r0021,9.589494602116567,1.201257348060608
r0022,0.6758320732140817,1.2012569904327393
r0023,,
r0024,-662.729207378654,98.47932434082031
r0027,21.312491936428785,7.724558353424072
r0028,-24.656041033023158,0.3786633610725403
r0033,-2.0647872217061547,1.7698975801467896
r0034,34.728907718334256,69.63676452636719
