,transformed standard dGr,SD
0,19.785717732932422,0.3233520541748683
1,19.987519483991264,0.4644790296596214
2,-1.272128729967747,0.4044620754885452
3,-4.896716462185857,0.4044620754885452
4,-1183.6194508844856,100003.12629910638
5,1182.347322154518,100003.13407244206
6,-26.865768936292625,0.4593642883501962
7,-25.616374228869063,0.4593642883501962
8,-51.99512057493121,1.315440459716431
9,-61.48519539260087,1.2902400794969098
10,-18.003430355137425,0.6745708486802013
11,-14.55988496785983,1.4155166479045838
12,-20.96838792782484,2.810075419685678
13,-23.730481710977244,0.4235342515911653
14,-32.99446429388871,2.068816804160614
15,-3.700623197062797,0.304910387995732
16,-4.7163186380573165,0.3608504921967985
17,-17.802416663032886,0.4412773407676602
18,-48.764326148962105,0.526475902425808
19,-39.35688957690084,2.3960446811753187
20,-9.407436572061236,2.3874131896464084
21,-4.348185399183244,0.4056263392393612
22,-21.413042184896312,0.5290407446286735
23,-12.958479130791822,0.6920454486597198
24,-2.9357979379622634,0.382665782433602
25,5.556190193475828,0.5486662102928139
26,-21.976467265786937,0.4319265933579214
27,-7.353293415030521,0.7444380593978089
28,-8.985442220142197,0.4690844157372101
29,-8.874402680999424,1.4905752631009426
30,-1.6495520087706836,1.2979539952392944
31,-19.92989729839701,0.4529311552538452
32,-303.2079404124588,3.247328058408421
33,-44.360316646396114,3.9767429574985385
34,-434.5072251567858,3.263781028330731
35,-14.230885925106804,1.578940019861477
36,-23.00146627883862,2.2011674264275505
37,-11.454636659523883,1.0772671576553536
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,-11.761310966111523,1.8949883421515488
51,-12.93291277539538,1.7782247562859264
52,-11.761313601056372,1.8949883421515503
53,-12.932916951663174,1.7782247562859286
54,-13.412710654040891,1.9267744976833592
55,-14.584508191605892,1.862440810161758
56,-11.76130266027826,1.8949883421515497
57,-12.932899610152162,1.778224756285927
58,-13.28444712424539,4.325649926369652
59,-13.284243636236056,4.325649926369652
60,-13.28390262349285,4.325649926369652
61,-12.11284891023945,3.854208396790029
62,-11.887902225734932,3.091467333783407
63,-14.230691677728032,1.578940019861477
64,-14.230366151979297,1.578940019861477
65,,
66,,
67,-36.76929065613882,3.1205144655920147
68,7.327087246062547,0.5509387186955516
69,-2.918375668718454,0.8320912838320136
70,-17.90396800413464,1.512581213059205
71,0.8496913771998607,1.2663618577089268
72,-0.8496913771999743,1.2663618577089268
73,-23.387775744534,1.810085889089997
74,-17.90396800413464,1.512581213059205
75,-10.741267191991028,1.0540824625749714
76,-2.094181760274296,3.019875651892917
77,22.307480059250736,2.301230814797743
78,-23.787641157880387,1.8963648401141335
79,-6.8318977020023794,3.2749129740751326
80,12.933020576772565,1.7782247562859272
81,-7.601136164819309,2.211430026220136
82,-14.910187436980609,2.124646231638104
83,12.504181741954396,1.3140267571380937
84,-10.74074741886352,1.0540824625749714
85,-16.87396389137507,2.458354162663124
86,6.477395868862118,1.380249312186819
87,-13.112441111112105,0.9619111787167792
88,3.721340176365175,3.030738567780325
89,-19.605051218903952,1.875616954204468
90,11.562032634392835,1.698934175229653
91,10.59243965945575,1.0725259468365425
92,-12.59925623079721,1.9930301117936209
93,,
94,-20.21206405382105,1.460446882959556
95,-14.097038435030695,2.731247667761997
96,-15.915040105954006,1.45843140398567
97,0.7908682738047332,1.1579338255488227
98,4.4898581704695175,1.497644374354328
99,-1.4715794475618438,3.2322590196018166
100,-3.4011909966399827,2.931870753701564
101,-55.41129510475001,4.002786466909909
102,2.4124249021551805,1.57024058337288
103,-2.114320718674165,2.117087570513261
104,-5.295583478160779,2.0308113133161254
105,5.4590218323853605,2.931870753678485
106,-20.93908842093572,1.4227927760562653
107,-34.68324966229442,3.0293697693004176
108,2.2106231510956604,1.5859759758651837
109,-17.950441590820674,1.3111724613501512
110,17.74863983976229,1.3534806849655476
111,-14.6832910502726,1.070165929107365
112,18.14928617294845,0.95340737611806
113,-26.89949425314876,2.7851768627431146
114,26.436698183146405,2.025821481577761
115,-13.94377961279929,1.4680681484015785
116,-28.805266420955604,2.579884564447472
117,-14.8424801743422,1.8396636991170463
118,-17.342493644179967,0.986231272981816
119,-0.372475117943793,3.8503732078352257
120,-29.176038548675763,1.7755051307164396
121,-31.35886445902696,4.842380581540677
122,-19.400310588329997,2.7069256371828296
123,-23.426987074076575,2.4807642080573995
124,-14.8424801743422,1.8396636991170463
125,-52.1969223259905,1.2902400794969098
126,-23.470278840245328,2.931870753694533
127,-15.699896130636716,1.6884229905210104
128,-25.344734127590016,1.6925687510279748
129,-32.246987706212735,3.026253066897637
130,,
131,12.124927525783503,3.118328567094226
132,12.494197336167929,3.1371037134525355
133,12.435731108143727,3.1371037134525355
134,-33.674775488067326,0.5188299659881789
135,-38.23315586553758,0.5188299659881789
136,11.842167241837616,3.3661982757083613
137,12.061498531281302,3.3661982757083613
138,-12.68285805992874,0.7231764041731392
139,-24.01157888019173,2.3824406441055705
140,-17.903141038362037,1.714947743447636
141,-370.8954880161457,3.723132481217997
142,-436.59160360241503,3.641365378425608
143,-23.343290970923533,1.6703128791132584
144,-15.901697881696007,1.693407593081097
145,7.770382709608384,1.8758090990102168
146,-43.1127441431795,1.4789876861133295
147,-40.01737041582078,2.513248092557774
